UserId,ServiceId,CategoryId,CreateDate
17666,18,4,2017-08-07 19:37:00
17705,18,4,2017-08-07 19:37:00
18760,18,4,2017-08-07 19:37:00
18806,18,4,2017-08-07 19:37:00
19902,18,4,2017-08-07 19:37:00
19903,18,4,2017-08-07 19:37:00
20012,18,4,2017-08-07 19:37:00
20143,18,4,2017-08-07 19:37:00
21458,18,4,2017-08-07 19:37:00
22305,18,4,2017-08-07 19:37:00
22559,18,4,2017-08-07 19:37:00
22880,18,4,2017-08-07 19:37:00
23901,18,4,2017-08-07 19:37:00
23438,18,4,2017-08-07 19:37:00
24716,18,4,2017-08-07 19:37:00
24766,18,4,2017-08-07 19:37:00
25483,18,4,2017-08-07 19:37:00
25643,18,4,2017-08-07 19:37:00
25524,18,4,2017-08-07 19:37:00
25365,44,0,2017-08-07 20:08:00
25365,38,4,2017-08-07 20:16:00
25365,48,5,2017-08-07 20:17:00
11033,32,4,2017-08-07 20:17:00
10735,48,5,2017-08-07 21:36:00
12389,2,0,2017-08-07 21:41:00
11806,46,4,2017-08-07 22:07:00
16994,11,11,2017-08-07 22:09:00
16994,31,6,2017-08-07 22:14:00
11045,35,11,2017-08-07 23:56:00
5298,3,5,2017-08-08 00:05:00
5298,6,7,2017-08-08 00:06:00
8266,14,7,2017-08-08 00:07:00
18461,22,0,2017-08-08 01:04:00
11451,12,7,2017-08-08 01:07:00
11451,12,7,2017-08-08 01:17:00
11451,20,5,2017-08-08 01:20:00
18461,2,0,2017-08-08 01:27:00
13191,45,6,2017-08-08 01:30:00
27,17,5,2017-08-08 01:42:00
5612,46,4,2017-08-08 01:59:00
25498,25,0,2017-08-08 02:02:00
11292,19,6,2017-08-08 02:06:00
16944,48,5,2017-08-08 02:07:00
16944,12,7,2017-08-08 02:08:00
16944,6,7,2017-08-08 02:08:00
20661,29,0,2017-08-08 02:10:00
16944,31,6,2017-08-08 02:12:00
16944,19,6,2017-08-08 02:15:00
6909,34,6,2017-08-08 02:19:00
25210,14,7,2017-08-08 02:25:00
21757,2,0,2017-08-08 02:33:00
5928,48,5,2017-08-08 02:39:00
14909,15,1,2017-08-08 02:42:00
20793,18,4,2017-08-08 03:04:00
16189,19,6,2017-08-08 03:14:00
22181,0,8,2017-08-08 03:27:00
22847,15,1,2017-08-08 03:36:00
22847,2,0,2017-08-08 03:37:00
23742,48,5,2017-08-08 03:45:00
19650,44,0,2017-08-08 03:45:00
21387,38,4,2017-08-08 03:46:00
16760,38,4,2017-08-08 03:53:00
16760,4,5,2017-08-08 03:54:00
16760,6,7,2017-08-08 03:55:00
6179,2,0,2017-08-08 03:56:00
5300,17,5,2017-08-08 03:59:00
6794,31,6,2017-08-08 04:04:00
6794,2,0,2017-08-08 04:07:00
14192,14,7,2017-08-08 04:11:00
19662,48,5,2017-08-08 04:18:00
21131,15,1,2017-08-08 04:19:00
21131,2,0,2017-08-08 04:20:00
16128,18,4,2017-08-08 04:21:00
25146,47,7,2017-08-08 04:22:00
7635,41,3,2017-08-08 04:36:00
13464,30,2,2017-08-08 04:37:00
15156,12,7,2017-08-08 04:39:00
25425,26,7,2017-08-08 04:40:00
5496,48,5,2017-08-08 04:43:00
15156,23,10,2017-08-08 04:46:00
10740,38,4,2017-08-08 04:52:00
9197,46,4,2017-08-08 04:54:00
21492,48,5,2017-08-08 05:00:00
25425,14,7,2017-08-08 05:03:00
14983,25,0,2017-08-08 05:05:00
19839,49,1,2017-08-08 05:05:00
5978,39,10,2017-08-08 05:06:00
16724,2,0,2017-08-08 05:06:00
9630,49,1,2017-08-08 05:08:00
10740,9,4,2017-08-08 05:12:00
5390,22,0,2017-08-08 05:12:00
5390,19,6,2017-08-08 05:17:00
7296,9,4,2017-08-08 05:25:00
17281,2,0,2017-08-08 05:25:00
20823,27,7,2017-08-08 05:25:00
25556,43,2,2017-08-08 05:33:00
8647,48,5,2017-08-08 05:41:00
25240,18,4,2017-08-08 05:43:00
9697,15,1,2017-08-08 05:46:00
11764,0,8,2017-08-08 05:47:00
11764,6,7,2017-08-08 05:48:00
21160,18,4,2017-08-08 05:50:00
9697,15,1,2017-08-08 05:53:00
20793,28,4,2017-08-08 05:55:00
8465,9,4,2017-08-08 06:00:00
14549,22,0,2017-08-08 06:03:00
9671,29,0,2017-08-08 06:04:00
10878,18,4,2017-08-08 06:04:00
6762,7,3,2017-08-08 06:05:00
11925,18,4,2017-08-08 06:06:00
5196,48,5,2017-08-08 06:09:00
10878,15,1,2017-08-08 06:11:00
15902,15,1,2017-08-08 06:11:00
25315,49,1,2017-08-08 06:17:00
24,9,4,2017-08-08 06:18:00
7296,49,1,2017-08-08 06:19:00
23488,2,0,2017-08-08 06:20:00
10770,18,4,2017-08-08 06:26:00
0,46,4,2017-08-08 06:30:00
20139,49,1,2017-08-08 06:33:00
11948,2,0,2017-08-08 06:38:00
25175,6,7,2017-08-08 06:38:00
16967,2,0,2017-08-08 06:40:00
25175,27,7,2017-08-08 06:41:00
16967,13,11,2017-08-08 06:41:00
13767,48,5,2017-08-08 06:45:00
12478,18,4,2017-08-08 06:47:00
23035,48,5,2017-08-08 06:47:00
12478,46,4,2017-08-08 06:50:00
14199,49,1,2017-08-08 06:52:00
20410,47,7,2017-08-08 06:53:00
9804,48,5,2017-08-08 06:55:00
20410,12,7,2017-08-08 06:55:00
21229,2,0,2017-08-08 07:00:00
21229,22,0,2017-08-08 07:02:00
5390,48,5,2017-08-08 07:06:00
15864,36,1,2017-08-08 07:09:00
25304,5,11,2017-08-08 07:12:00
10054,45,6,2017-08-08 07:18:00
9671,13,11,2017-08-08 07:19:00
11464,48,5,2017-08-08 07:20:00
9671,48,5,2017-08-08 07:20:00
9671,41,3,2017-08-08 07:21:00
11464,44,0,2017-08-08 07:22:00
18595,13,11,2017-08-08 07:23:00
11464,12,7,2017-08-08 07:23:00
19064,13,11,2017-08-08 07:23:00
24661,19,6,2017-08-08 07:24:00
25039,5,11,2017-08-08 07:25:00
24273,25,0,2017-08-08 07:25:00
16426,11,11,2017-08-08 07:29:00
25039,48,5,2017-08-08 07:30:00
16426,22,0,2017-08-08 07:30:00
18595,6,7,2017-08-08 07:35:00
18595,4,5,2017-08-08 07:36:00
19341,18,4,2017-08-08 07:39:00
16911,48,5,2017-08-08 07:40:00
9834,28,4,2017-08-08 07:40:00
24006,20,5,2017-08-08 07:41:00
13932,24,10,2017-08-08 07:44:00
12049,39,10,2017-08-08 07:46:00
13653,27,7,2017-08-08 07:49:00
13821,48,5,2017-08-08 07:49:00
16477,48,5,2017-08-08 07:51:00
24854,15,1,2017-08-08 07:55:00
24854,2,0,2017-08-08 07:58:00
15952,5,11,2017-08-08 07:59:00
15196,37,0,2017-08-08 07:59:00
13471,5,11,2017-08-08 08:00:00
24854,33,4,2017-08-08 08:00:00
15196,37,0,2017-08-08 08:04:00
16189,37,0,2017-08-08 08:09:00
22347,47,7,2017-08-08 08:14:00
13810,2,0,2017-08-08 08:23:00
17881,48,5,2017-08-08 08:28:00
5368,46,4,2017-08-08 08:38:00
6009,15,1,2017-08-08 08:45:00
13332,6,7,2017-08-08 08:47:00
20139,38,4,2017-08-08 08:48:00
15399,31,6,2017-08-08 08:51:00
6754,38,4,2017-08-08 08:52:00
5853,48,5,2017-08-08 08:53:00
18631,48,5,2017-08-08 08:56:00
13471,7,3,2017-08-08 08:58:00
6449,34,6,2017-08-08 09:02:00
25324,13,11,2017-08-08 09:02:00
22450,48,5,2017-08-08 09:04:00
18631,48,5,2017-08-08 09:04:00
16662,31,6,2017-08-08 09:21:00
16521,48,5,2017-08-08 09:30:00
13810,11,11,2017-08-08 09:32:00
7478,48,5,2017-08-08 09:32:00
